"linen","n. 亚麻布，亚麻线；亚麻制品
adj. 亚麻的；亚麻布制的","Made of flax or linen.亚麻的亚麻布或亚麻制成的",
"lime","n. 石灰；酸橙；绿黄色
vt. 撒石灰于；涂粘鸟胶于
adj. 绿黄色的","This lime curry is particularly hot .这酸橙咖喱菜非常辣。",
"limb","n. 肢，臂；分支；枝干
vt. 切断…的手足；从…上截下树枝","The naked ground;naked tree limbs.光秃秃的地板;光秃秃的树枝",
"lieutenant","n. 中尉；副官；助理人员","A lieutenant-colonel ranks above a major.中校军阶高于少校。",
"lid","n. 盖子；眼睑；限制
vt. 给…盖盖子","The lid of this jam pot won't unscrew.这果酱罐的盖子拧不开.",
"lever","n. 杠杆；控制杆
vt. 用杠杆撬动；把…作为杠杆
vi. 用杠杆撬","A manipulable lever;a manipulable populace.一支可操纵的杠杆;一群可操纵的平民",
"lest","conj. 唯恐，以免；担心","I will eat now lest I should get hungry later this morning.我现在就吃以免今早晚一点时会肚子??。",
"lens","n. 透镜，镜头；眼睛中的水晶体；晶状体；隐形眼镜；汽车的灯玻璃
vt. 给……摄影","I take out my contact lens.我取下隐形眼镜。",
"leap","vi. 跳，跳跃
n. 飞跃；跳跃
vt. 跳跃，跳过；使跃过","To leap or skip about excitedly.雀跃激动地跳跃或跳",
"lean","vi. 倾斜；倚靠；倾向；依赖
adj. 瘦的；贫乏的，歉收的
vt. 使倾斜
n. 瘦肉；倾斜；倾斜度","He leant on the railing.他斜倚栏杆。",
"lay","vt. 躺下；产卵；搁放；放置；铺放；涂，敷
adj. 世俗的；外行的；没有经验的
n. 位置；短诗；花纹方向；叙事诗；性伙伴
vi. 下蛋；打赌
v. 躺；位于（lie的过去式）","Lay things by, they many come to use.蓄物必有其用",
"lawn","n. 草地；草坪","Peacocks strutted on the lawn.孔雀在草地上昂首阔步地走着。",
"lap","n. 一圈；膝盖；下摆；山坳
vt. 使重叠；拍打；包围
vi. 重叠；轻拍；围住","The shingles lapped over each other.木瓦互相搭接。",
"lantern","n. 灯笼；提灯；灯笼式天窗","The sweep of a lantern Beam.灯笼所照亮的范围",
"lame","adj. 跛足的；僵痛的；不完全的；无说服力的；差劲的，蹩脚的
vi. 变跛
vt. 使跛；使成残废","His horse fell lame.他的马腿跛了。",
"lag","n. 落后；迟延；防护套；囚犯；桶板
vt. 落后于；押往监狱；加上外套
vi. 滞后；缓缓而行；蹒跚
adj. 最后的","The lame child lagged behind.跛足的小孩落在后面。",
"lace","n. 花边；鞋带；饰带；少量烈酒
vt. 饰以花边；结带子
vi. 系带子","She enriched her bonnet with a lace.她用花边装饰自己的帽子。",
"knot","n. （绳等的）结；节瘤，疙瘩；海里/小时（航速单位）
vt. 打结
vi. 打结","Knot the ends of the rope together.把绳头结在一起。",
"knob","n. 把手；瘤；球形突出物
vi. 鼓起
vt. 使有球形突出物","A protuberance or knob.凸起物或门把",
"knit","vi. 编织；结合；皱眉
vt. 编织；结合
n. 编织衣物；编织法","The war knit the nation together.战争使全国人民团结起来。",
"kettle","n. 壶；[化工] 釜；罐；鼓","The kettle is singing.水壶里水响了。",
"keen","adj. 敏锐的，敏捷的；渴望的；强烈的；热心的；锐利的
n. 痛哭，挽歌","A keen smell of skunk was left Behind.臭鼬的刺鼻气味留了下来",
"jolly","adj. 愉快的；欢乐的；宜人的
adv. 很；非常
vt. （口）用好话劝某人做…；（口）用好话使高兴
vi. （口）开玩笑","Full of high - spirited gaiety;jolly.兴高采烈的;愉悦的",
"jaw","n. 颌；下巴；狭窄入口；唠叨
vi. 教训；唠叨
vt. 教训；对…唠叨","He yawned his jaws out of joint.他打呵欠打得下巴关节脱了臼。",
"jail","n. 监狱；监牢；拘留所
vt. 监禁；下狱","She was jailed for three months.她被监禁三个月。",
"irregular","n. 不规则物；不合规格的产品
adj. 不规则的；无规律的；非正规的；不合法的","Go is an irregular verb.“Go”是不规则动词。",
"intimate","adj. 亲密的；私人的；精通的；有性关系的
n. 知己；至交
vt. 暗示；通知；宣布","He was intimate with hex.他与她有暧昧关系。",
"intermediate","vi. 起媒介作用
adj. 中间的，中级的
n. [化学] 中间物；媒介","This will get you into that intermediate level quite quickly, and once there, you will be halfway to expert. 这会让你相当快速地进入到中级水平，一旦你到了那个水平，你的专家之路也走到一半了。",
"interference","n. 干扰，冲突；干涉","extraneous interference.外界的影响",
"interfere","vi. 干涉；妨碍；打扰
vt. 冲突；介入","Do not interfere with this machine.不要乱动这台机器。",
"interaction","n. 相互作用；[数] 交互作用
n. 互动","But you only get the maximum benefit if you implement all of them, because their power comes from their interaction. 但您只能在实现所有方法的情况下获得最大收益，因为它们的力量来自它们之间的交互。",
"instinct","n. 本能，直觉；天性
adj. 充满着的","Birds learn to fly By instinct.鸟学飞出自本能。",
"inquire","vt. 询问；查究；问明
vi. 询问；查究；询价","Let's inquire how to get there.咱们去打听一下怎样到那儿去。",
"inquiry","n. 探究；调查；质询","We enclose herewith an inquiry sheet.兹随函附上询价单一份。",
"inferior","adj. 差的；自卑的；下级的，下等的
n. 下级；次品","No one likes inferior goods.无人喜欢蹩脚货。",
"infant","n. 婴儿；幼儿；未成年人
adj. 婴儿的；幼稚的；初期的；未成年的","A pacifier for an infant.婴儿用的奶嘴",
"inevitable","adj. 必然的，不可避免的","Impossible to avoid;inevitable.无法回避的;不可避免的",
"inefficient","adj. 无效率的，效率低的；无能的","Outdated and inefficient methods.过时且费料的方法",
"indispensable","adj. 不可缺少的；绝对必要的；责无旁贷的
n. 不可缺少之物；必不可少的人","Something necessary or indispensable.必需品某物要素或实质",
"indignant","adj. 愤愤不平的；义愤的","The indignant passengers Beat the pickpocket up.愤怒的乘客们把那个扒手痛打了一顿。",
"indifferent","adj. 漠不关心的；无关紧要的；中性的，中立的","He felt no warmth towards his comrades but was cold, indifferent and apathetic. 他对同志不是满腔热情， 而是冷冷清清， 漠不关心，麻木不仁。",
"indefinite","adj. 不确定的；无限的；模糊的","Not explicit; indefinite.不清楚的;不明确的",
"impose","vi. 利用；欺骗；施加影响
vt. 强加；征税；以…欺骗","I don't want to impose on you.我不想强求于你。",
"implication","n. 含义；暗示；牵连，卷入；可能的结果，影响","He seemed by implication to acknowledge that fact.他似乎含蓄地承认了那事实",
"immense","adj. 巨大的，广大的；无边无际的；非常好的","The sea was rolling in immense surges.海面上汹涌澎湃。",
"idle","adj. 闲置的；懒惰的；停顿的
vi. 无所事事；虚度；空转
vt. 虚度；使空转","He spends his time running idle.他整天无所事事。",
"hut","n. 小屋；临时营房
vt. 使住在小屋中；驻扎
vi. 住在小屋中；驻扎","The great man is said to have been born in a crude hut.据说那个伟人生于一个简陋的小屋里。",
"humid","adj. 潮湿的；湿润的；多湿气的","Hot and humid;torrid.炎热的炎热而潮湿的;酷热的",
"hostile","adj. 敌对的，敌方的；怀敌意的
n. 敌对","Inclined or eager to fight; hostile or aggressive.好战的倾向于或渴望战斗的;敌对的或爱寻衅的",
"horsepower","n. 马力（功率单位）","This engine puts out more than one thousand horsepower.这台发动机可产生一千匹以上的马力。",
"horror","n. 惊骇；惨状；极端厌恶；令人恐怖的事物","He looked at the dead man in horror.他恐惧地看着那个死人。",
"hint","n. 暗示；线索
vt. 暗示；示意
vi. 示意","He let fall a hint.他作了一个暗示。",
"hillside","n. 山坡，山腹；山腰","I have a hillside villa there.那里我有一栋山坡别墅。",
"herd","n. 兽群，畜群；放牧人
vi. 成群，聚在一起
vt. 放牧；使成群","Dogs are often trained to herd sheep.人们常训练狗来牧羊。",
"heir","n. [法] 继承人；后嗣；嗣子","A fiduciary heir; a fiduciary contract.受托继承人;信托合同",
"heel","n. 脚后跟；踵
vt. 倾侧
vi. 倾侧","I'm head over heels about skin-diving.我极喜欢潜水运动。",
"hedge","vt. 用树篱笆围住；避免作正面答复
vi. 用树篱围住；避免作正面答复
n. 树篱；障碍","manicure a hedge.修剪一道篱笆",
"hazard","vt. 赌运气；冒…的危险，使遭受危险
n. 危险，冒险；冒险的事","That rock is a hazard to ships.那块岩石对船只构成威胁。",
"hawk","vt. 兜售，沿街叫卖；捕捉；咳出
vi. 清嗓；咳嗽；像鹰一般地袭击
n. 鹰；???派成员；掠夺他人的人","Two hawks were hovering overhead.两只鹰在头顶盘旋。",
"hatch","n. 孵化；舱口
vt. 孵；策划
vi. 孵化","Someone bolted the hatch down.有人推上了舱盖的插销。",
"hasty","adj. 轻率的；匆忙的；草率的；性怠的","Hasty and unthinking; impetuous.急躁的仓促而不加思索的;冲动的",
"hasten","vt. 加速；使赶紧；催促
vi. 赶快；急忙","They all hastened away.他们都匆匆离去。",
"hare","n. 野兔","By noon he had bagged three hares.到中午时他已捕获了三只野兔。",
"halt","vi. 停止；立定；踌躇，犹豫
n. 停止；立定；休息
vt. 使停止；使立定","The taxi squealed to a halt.计程车嘎地煞车停下。",
"gum","n. 口香糖；树胶；橡皮
vt. 用胶粘，涂以树胶；使…有粘性","I think I have an abscess on my gums.我想我的牙床上有个脓疮。",
"gulf","n. 海湾；深渊；分歧；漩涡
vt. 吞没","The Persian Gulf is rich in petroleum.波斯湾盛产石油。",
"grocer","n. 杂货店；食品商","That grocer never overcharges.那个杂货商从不乱索价。",
"groan","vi. 呻吟；抱怨；发吱嘎声
vt. 呻吟；抱怨
n. 呻吟；叹息；吱嘎声","The teacher groaned with dismay.那老师因惊慌而呻吟。",
"grip","n. 紧握；柄；支配；握拍方式；拍柄绷带
vt. 紧握；夹紧
vi. 抓住","The brake doesn't grip properly.刹车不灵了。",
"grind","vt. 磨碎；磨快
vi. 磨碎；折磨
n. 磨；苦工作","I have to grind the knife; it is blunt.我得磨刀;它钝了。",
"grieve","vt. 使悲伤，使苦恼
vi. 悲痛，哀悼","Her behavior grieved her parents.她的行为使她父母伤心。",
"greet","vt. 欢迎，迎接；致敬，致意；映入眼帘","We often incline our heads in greeting.我们致意时常低头。",
"grave","adj. 重大的；严肃的；黯淡的
n. 墓穴，坟墓；死亡
vt. 雕刻；铭记","He has dug his own grave.他是自毁生计。",
"grape","n. 葡萄；葡萄酒；葡萄树；葡萄色","He gave me a bunch of mellow grapes.他给了我一串甘美的葡萄。",
"grand","adj. 宏伟的；豪华的；极重要的
n. 大钢琴；一千美元","He was put in jail for grand larceny.他因重大盗窃案而被监禁。",
"grain","n. 粮食；颗粒；[作物] 谷物；纹理
vi. 成谷粒
vt. 使成谷粒","Not a grain of rice was wasted.一粒米也没有浪费。",
"gradual","adj. 逐渐的；平缓的
n. 弥撒升阶圣歌集","His health showed gradual improvement.他的健康逐渐恢复。",
"gracious","adj. 亲切的；高尚的；和蔼的；雅致的
int. 天哪；哎呀","Her Gracious Majesty Queen Elizabeth.伊丽莎白女王陛下。",
"grace","n. 优雅；恩惠；魅力；慈悲
vt. 使优美","A lapse from grace.名誉扫地",
"gown","n. 长袍，长外衣；礼服；睡袍；法衣
vt. 使穿睡衣","She slipped on a dressing-gown.她匆忙穿上浴衣。",
"goose","n. 鹅；鹅肉；傻瓜；雌鹅
vt. 突然加大油门；嘘骂","The wild geese sailed overhead.大雁在头顶上空飞过???",
"glue","vt. 粘合；似胶般固着于
n. 胶；各种胶合物","Glue the boards together.将这些木板黏合在一起。",
"glow","vi. 发热；洋溢；绚丽夺目
n. 灼热；色彩鲜艳；兴高采烈","A cigarette glowed in the dark.黑暗中有枝香烟发着光。",
"glove","n. 手套
vt. 给…戴手套","The mate to this glove.这支手套的另一支",
"glorious","adj. 光荣的；辉煌的；极好的","I had a glorious time at the seaside.我在海滨度过了一段极其愉快的时光。",
"gloomy","adj. 黑暗的；沮丧的；阴郁的","gloomy predictions.悲观的预测",
"glitter","vi. 闪光；闪烁
n. 闪光；灿烂","All is not gold that glitters.中看未必中用",
"glimpse","n. 一瞥，一看
vi. 瞥见
vt. 瞥见","He strained his eyes to catch a glimpse of the President.他竭尽目力想看总统一眼。",
"glide","n. 滑翔；滑行；滑移；滑音
vt. 滑翔；滑行；悄悄地走；消逝
vi. 使滑行；使滑动","The swan glided across the lake.那只天鹅???过湖面。",
"germ","n. [植] 胚芽，萌芽；细菌
vi. 萌芽","Disinfectant kills germs.消毒剂可杀菌.",
"gaze","vi. 凝视；注视
n. 凝视；注视","He gazed upon her in awe.他敬畏地注视她。",
"gauge","n. 计量器；标准尺寸；容量规格
vt. 测量；估计；给…定规格","It was difficult to gauge how people would respond.大家的反应如何难以估计。",
"gasp","vi. 喘气；喘息；渴望
vt. 气喘吁吁地说；喘着气说话
n. 喘气","She gasped at the ghastly sight.那恐怖的景象令她倒抽一口气。",
"gasoline","n. 汽油","There's a leak in the gasoline tank.汽油箱有个裂缝。",
"gaseous","adj. 气态的，气体的；无实质的","The ball is filled with gaseous mixture.那个球被充满了气体混合物。",
"garage","n. 车库；汽车修理厂；飞机库
vt. 把……送入车库；把（汽车）开进车库","A garage flanked the house.屋子旁边连着车库。",
"gang","n. 群；一伙；一组
vt. 使成群结队；结伙伤??或恐吓某人
vi. 成群结队","The gang robbed Leta's safe.那帮人抢走了莉塔保险箱中的金钱",
"furious","adj. 激烈的；狂怒的；热烈兴奋的；喧闹的","He gulped back the furious reply he wanted to make. 他强忍住本想作出的愤怒的回答。",
"funeral","n. 葬礼；麻烦事
adj. 丧葬的，出殡的","A funeral is a sombre occasion.葬礼是个忧郁的场合。",
"fulfil","vt. 履行；完成；实践；满足","Right, we will fulfil the task. 是， 我们一定完成任务。",
"fry","n. 鱼苗；油炸食物
vt. 油炸；油煎
vi. 油炸；油煎","I personally vote for fried sausages.我个人还是赞成炸香肠。",
"frown","vi. 皱眉；不同意
vt. 皱眉，蹙额
n. 皱眉，蹙额","Her forehead creased in a frown.她皱紧眉头。",
"freight","vt. 运送；装货；使充满
n. 货运；运费；船货","They freighted the boat with bananas.他们把香蕉装载在船上了。",
"fraction","n. 分数；部分；小部分；稍微","Recovering the permeate fraction.回收渗透部分。",
"fountain","n. 喷泉，泉水；源泉","The fountains played in the courtyard.喷泉在庭院中喷水",
"fold","vt. 折叠；合拢；抱住；笼罩
n. 折痕；信徒；羊栏
vi. 折叠起来；彻底失败","Paper folds more easily than cardboard.纸比纸板更易折叠。",
"flush","n. 激动，洋溢；面红；萌芽；旺盛；奔流
vt. 使齐平；发红，使发亮；用水冲洗；使激动
vi. 发红，脸红；奔涌；被冲洗
adj. 大量的；齐平的；丰足的，洋溢的；挥霍的","I flush the toilet.我冲马桶。",
"fluid","adj. 流动的；流畅的；不固定的
n. 流体；液体","An optical effect proper to fluids.液体所固有的光学效果",
"flourish","n. 兴旺；茂盛；挥舞；炫耀；华饰
vt. 夸耀；挥舞
vi. 繁荣，兴旺；茂盛；活跃；处于旺盛时期","Those plants are flourishing.那些植物长得茂盛。",
"flour","n. 面粉；粉状物质
vt. 撒粉于；把…磨成粉","Rice measures more easily than flour.大米比面粉容易计量。",
"flock","n. 群；棉束（等于floc）
vt. 用棉束填满
vi. 聚集；成群而行","There is a flock of sheep on the meadow.草地上有一群羊。",
"fleet","adj. 快速的，敏捷的
n. 舰队；港湾；小河
vi. 飞逝；疾驰；掠过
vt. 消磨","a fogbound fleet.被浓雾所困的舰队",
"flavour","n. 香味；滋味
vt. 给……调味；给……增添风趣","The film retains much of the book's exotic flavour.这部电影保存了原着的许多异国情调.",
"flare","vt. 使闪耀；使张开；用发光信号发出；使外倾
vi. 闪耀，闪光；燃烧；突然发怒
n. 闪光，闪耀；耀斑；爆发；照明弹","A gust of wind made the torches flare.一阵风吹得火把摇曳。",
"fibre","n. 纤维；纤维制品","His close reasoning gave fiBre to his argument.他严密的逻辑使他的论点强劲有力。",
"fertilizer","n. [肥料] 肥料；受精媒介物；促进发展者","Peat is sometimes used as a fertilizer.泥炭有时被??作肥料。",
"fertile","adj. 富饶的，肥沃的；能生育的
n. 肥沃，多产","The barren land has been turned into fertile fields.贫瘠的土地已改成良田。",
"federal","adj. 联邦的；同盟的
n. 北部联邦同盟盟员；北京连邦软件产业发展公司，国内主要的正版软件经销商","Alaska's vast federal parkland.阿拉斯加辽阔的联邦公用地",
"feast","vt. 享受；款待，宴请
n. 筵席，宴会；节日
vi. 享受；参加宴会","A good conscience is a continuous feast.问心无愧天天乐。",
"feasible","adj. 可行的；可能的；可实行的","This committee selected the plan that seemed most feasible.委员会选了那个似乎最切实可行的方案。",
"fatigue","n. 疲劳，疲乏；杂役
vt. 使疲劳；使心智衰弱
vi. 疲劳
adj. 疲劳的","A fatigued or bored response.哈欠疲乏的或厌烦的反应",
"Fahrenheit","adj. 华氏温度计的；华氏的
n. 华氏温度计；华氏温标","It's 80 degrees Fahrenheit.现在华氏80度。",
"faculty","n. 科，系；能力；全体教员","He has a faculty for arithmetic.他有算术的才能。",
"exterior","adj. 外部的；表面的；外在的
n. 外部；表面；外型；外貌","The exterior shots were taken in Bermuda.外景是在百慕大群岛拍摄的。",
"extensive","adj. 广泛的；大量的；广阔的","He has extensive tolerance.他有着恢宏的气度。",
"exploit","vt. 开发，开拓；剥削；开采
n. 勋绩；功绩","A brave retreat is a brave exploit.勇敢的退却也是勇敢的行为。",
"exert","vt. 运用，发挥；施以影响","To exert oneself.苦干使自己苦干",
"excursion","n. 偏移；远足；短程旅行；离题；游览，游览团","A half - day excursion to the old town costs 10 pounds.旧城半日游收费十英镑。",
"excess","n. 超过，超额；过度，过量；无节制
adj. 额外的，过量的；附加的","unit sales in excess of 20 million.股票售价超过两千万",
"excessive","adj. 过多的，极度的；过分的","Excessive flattery or admiration.谄媚过分的谄媚或恭维",
"exceedingly","adv. 非常；极其；极度地；极端","This thicket was a singular—an exceedingly singular one.这片林子很怪——怪得出奇。",
"exceed","vt. 超过；胜过
vi. 超过其他","He is exceeding the speed limit.他超过了时速限制。",
"exaggerate","vt. 使扩大；使增大
vi. 夸大；夸张","Affected or exaggerated piety.假虔诚虚伪或夸张的虔诚",
"eve","n. 夏娃； 前夕；傍晚；重大事件关头","They held a party on New Year's Eve.他们在除夕举行了晚会。",
"evaporate","vt. 使……蒸发；使……脱水；使……消失
vi. 蒸发，挥发；消失，失踪","Heat evaporates water into steam.水受热变成水蒸气。",
"estimate","vi. 估计，估价
n. 估计，估价；判断，看法
vt. 估计，估量；判断，评价","estimated the square footage of new office space.估算新办公室占地的平方尺寸",
"entitle","vt. 称做…；定名为…；给…称号；使??有权利","He is entitled to high praise.他值得高度讴歌。",
"entertain","vt. 娱乐；招待；怀抱；容纳
vi. 款待","entertain an idea.考虑一个主意",
"engage","vt. 吸引，占用；使参加；雇佣；使订婚；预定
vi. 从事；答应，保证；交战；啮合","He engaged upon a new profession.他开始从事新的职业。",
"embrace","vt. 拥抱；信奉，皈依；包含
vi. 拥抱
n. 拥抱","Biology embraces botany and zoology.生物学包括植物学和动物学。",
"emerge","vi. 浮现；摆脱；暴露","A wonderful thought emerged.浮现出一个极妙的想法。",
"elsewhere","adv. 在别处；到别处","Your price is higher than those we got from elsewhere.你们的价格比我们从别处得到的报价要高",
"eliminate","vt. 消除；排除","To eliminate completely;annihilate.消除完全剔除;使化为乌有",
"electron","n. 电子","An electron has about 1/1840 the mass of the proton.电子的质量大约是质子的1/1840。",
"elbow","n. 肘部；弯头???扶手
vt. 推挤；用手肘推开","She elbowed her way forward.她用肘开路向前走。",
"elastic","adj. 有弹性的；灵活的；易伸缩的
n. 松紧带；橡皮圈","The elastic band has perished.这橡皮筋已经老化。",
"elaborate","adj. 精心制作的；详尽的；煞费苦心的
vt. 精心制作；详细阐述；从简单成分合成（复杂有机物）
vi. 详细描述；变复杂","Excessively florid or elaborate.十分华丽的过分华丽或精致的",
"earnest","adj. 认真的，热心的；重要的
n. 认真；定金；诚挚","An earnest request or petition; a plea.迫切要求或恳求;请求",
"dwelling","n. 住处；寓所
v. 居住（dwell的现在分词）","A livable dwelling.适于居住的居所",
"due","adj. 到期的；预期的；应付的；应得的
n. 应付款；应得之物
adv. 正（置于方位词前）","The ship was sailing due south.船向正南方航行.",
"drum","vt. 击鼓；大力争取
vi. 击鼓；大力争取
n. 鼓；鼓声","A drum majorette.鼓乐队女指挥",
"drip","vi. 滴下；充满；漏下
n. 水滴，滴水声；静脉滴注；使人厌烦的人
vt. 使滴下；溢出，发出","The rain was dripping from the eaves.雨水正从屋檐滴落。",
"drill","n. 训练；钻孔机；钻子；播种机
vi. 钻孔；训练
vt. 钻孔；训练；条播","Drill pupils in grammar.经反复训练使学生完全掌握语法.",
"drift","n. 漂流，漂移；趋势；漂流物
vi. 漂流，漂移；漂泊
vt. 使…漂流；使…受风吹积","The boat drifted down the river.船顺河漂流而下.",
"dread","n. 恐惧；可怕的人（或物）
vi. 惧怕；担心
vt. 惧怕；担心
adj. 可怕的","I dread him coming.我害怕他的到来。",
"donkey","n. 驴子；傻瓜；顽固的人","The bray of the donkey absorbed us.驴叫声吸引了我们。",
"dock","n. 码头；船坞；被告席；尾巴的骨肉部分
vt. 使靠码头；剪短
vi. 入船坞","The ship docked at Liverpool.这艘轮船在利物浦靠了码头。",
"diverse","adj. 不同的???多种多样的；变化多的","A diverse or miscellaneous group.动物群各种各样或不同种类的群",
"ditch","vt. 在…上掘沟；把…开入沟里；丢弃
vi. 开沟；掘沟
n. 沟渠；壕沟","Paralleled the ditch to the highway.平行于公路挖沟渠",
"distress","n. 危难，不幸；贫困；悲痛
vt. 使悲痛；使贫困","He is distressed by misfortune.厄运使他忧伤。",
"dispute","vt. 辩论；怀疑；阻止；抗拒
vi. 争论
n. 辩论；争吵","I disputed his story.我怀疑他所说的话是否真实。",
"dispose","vt. 处理；处置；安排
vi. 处理；安排；（能够）决定
n. 处置；性情","She seemed well disposed towards us.她看来对我们颇有好感.",
"dishonour","vt. 拒付；使丢脸；拒绝承兑；不履行（诺言等）
n. 拒付；不名誉","He had to choose Between death and dishonour.他必须在死亡和屈辱之间作出选择。",
"disguise","vt. 掩饰；假装；隐瞒
n. 伪装；假装；用作伪装的东西","The king was disguised as a peasant.国王被伪装成了农民。",
"discipline","n. 学科；纪律；训练；惩罚
vt. 训练，训导；惩戒","Science is an exact discipline.研究科学可以锻炼人思维严谨.",
"dictate","vt. 命令；口述；使听写
vi. 口述；听写
n. 命令；指示","He can't write but he can dictate.他不会写但会说。",
"dialect","n. 方言，土话；同源语；行话；个人用语特征
adj. 方言的","English is a West Germanic dialect.英语源自西日耳曼语。",
"dew","n. 珠，滴；露水；清新
vt. （露水等）弄湿
vi. 结露水","The path was moist with dew.小路有露水;湿湿潮潮的。",
"devise","vt. 设计；想出；发明；图谋；遗赠给
n. 遗赠","Ingeniously devised or thought out.创新的想法或构思有创意的",
"detection","n. 侦查，探测；发觉，发现；察觉","The detection of crime is not always easy.侦察案件并非那么容易。",
"detect","vt. 察觉；发现；探测","A sensory receptor that detects warmth.热探测器测量热量的敏感接受器",
"despise","vt. 轻视，鄙视","Honest students despise cheating.诚实的学生鄙视作弊",
"descend","vi. 下降；下去；下来；遗传；屈尊
vt. 下去；沿…向下","John is descended from noble ancestors.约翰为名门后裔。",
"derive","vt. 源于；得自
vi. 起源","Derive a conclusion from facts.从事实推出结论",
"dense","adj. 稠密的；浓厚的；愚钝的","A dense thicket of cane.甘蔗丛茂密的甘蔗林",
"delicate","adj. 微妙的；精美的，雅致的；柔和的；易碎的；纤弱的；清淡可口的","Delicate skin that scars easily.娇嫩的皮肤很容易留下疤痕",
"delegation","n. 代表团；授权；委托","The delegation decided to prolong their visit By one week.代表团决定把访问延长一个星期。",
"definite","adj. 一定的；确切的","Nothing definite.还没决定哩。",
"defect","n. 缺点，缺陷；不足之处
vi. 变节；叛变","Near-sightedness is a visual defect.近视是一个视??缺陷。",
"deed","n. 行动；功绩；证书；[法] 契据
vt. 立契转让","He didn't mate his words with deeds.他言行不一。",
"deduce","vt. 推论，推断；演绎出","If a = b and b = c, we can deduce that a = c.我们可以推论出aIC。",
"deck","n. 甲板；行李仓；露天平台
vt. 装饰；装甲板；打扮","The captain walked the deck.船长走过甲板。",
"decent","adj. 正派的；得体的；相当好的","You can't have good acting without a decent script.没有像样的剧本是不可能有好的表演的。",
"deceit","n. 欺骗；谎言；欺诈手段","He was trustful and without deceit.他可靠无欺。",
"decay","vi. 衰退，[核] 衰减；腐烂，腐朽
n. 衰退，[核] 衰减；腐烂，腐朽
vt. 使腐烂，使腐败；使衰退，使衰落","Smelling of mildew or decay;musty.发霉味的;腐朽的",
"dawn","n. 黎明；开端
vt. 破晓；出现；被领悟","It was dawning as we left.我们离开时天开始亮了.",
"daring","adj. 大胆的，勇敢的
n. ??量，勇气
v. 敢（dare的现在分词）","I dare you to cheat me.谅你也不敢欺骗我。",
"dam","v. 控制；筑坝
n. [水利] 水坝；障碍","There was a flood when the dam burst.决堤时造成洪水泛滥。",
"cushion","n. 垫子；起缓解作用之物；（猪等的）臀肉；银行储蓄
vt. 给…安上垫子；把…安置在垫子上；缓和…的冲击","She thumped the cushion flat.她把垫子捶平了.",
"curl","vt. 使…卷曲；使卷起来
vi. 卷曲；盘绕
n. 卷曲；卷发；螺旋状物","Curled inward;coiled or involute.内卷的向内卷的;盘绕的或内卷的",
"cunning","adj. 狡猾的；巧妙的；可爱的
n. 狡猾","A cunning little pet.机灵的小宠物",
"cucumber","n. 黄瓜；胡瓜","The ""gurkophone"" is one of their classics, made from a hollowed cucumber, a pepper and a carrot. 黄瓜管""是他们的经典乐器之一,那是用掏空的黄瓜、辣椒和胡萝卜做的。",
"crust","n. 地壳；外壳；面包皮；坚硬外皮
vi. 结硬皮；结??外壳
vt. 盖以硬皮；在…上结硬皮","The earth's crust is layered..地球的外壳是分层的。",
"crow","vi. 啼叫；报晓
n. [鸟] 乌鸦；鸡鸣；撬棍","The lamb had been pecked by crows.那只小羊被乌鸦啄着.",
"crisis","n. 危机；危险期；决定性时刻
adj. 危机的；用于处理危机的","They admired the way she dealt with the crisis.他们很佩服她处理这场危机的手法.",
"cricket","n. 板球，板球运动；蟋蟀","They instituted a cricket competition.他们开始进行板球比赛。",
"crew","n. 队，组；全体人员，全体船员
vi. 一起工作
vt. 使当船员","He rows No. 5 in the Oxford crew.他是牛津大学划船队的5号划手。",
"coward","n. 懦夫，懦弱的人
adj. 胆小的，懦怯的","She insulted him by calling him a coward.她辱骂他是个胆小鬼。",
"course","n. 科目；课程；过程；进程；道路；路线，航向；一道菜
vt. 追赶；跑过
vi. 指引航线；快跑","History follows a tortuous course.历???的进程是曲折的。",
"county","n. 郡，县","She's awfully county.她十足地主派头.",
"cotton","n. 棉花；棉布；棉线
vi. 一致；理解；和谐；亲近
adj. 棉的；棉制的","Cotton, durable.棉质、耐穿。",
"corridor","n. 走廊
[生态] 走廊地带","Each office opens onto the corridor.每间办公室的门都对着走廊。",
"cordial","adj. 热忱的，诚恳的；兴奋的
n. 补品；兴奋剂；甜香酒，甘露酒","A cordial abhorrence of waste.对浪费的深恶痛绝",
"cord","n. 绳索；束缚
vt. 用绳子捆绑","It was bound with a cord.它用绳子拴着。",
"copper","n. 铜；铜币；警察
adj. 铜的
vt. 镀铜于","Brass is an alloy of copper and zinc.黄铜是铜和锌的合金。",
"coordinate","n. 坐标；同等的人或物
adj. 并列的；同等的
vt. 调整；整合
vi. 协调","She coordinates her clothes well.她把衣服搭配得很好。",
"convert","vt. 使转变；转换…；使…改变信仰
vi. 转变，变换；皈依；改变信仰
n. 皈依者；改变宗教信仰者","He converted me to Christianity.他使我改信基督教。",
"conversely","adv. 相反地","Conversely, start only what you know you can finish. 相反地，只开始那些你知道你能完成的。",
"contrast","vi. 对比；形成对照
vt. 使对比；使与…对照
n. 对比；差别；对照物","Gamma: A measure of contrast in photographic processing.伽玛值:量度照相化学处理的对比方法。",
"contempt","n. 轻视，蔑视；耻辱","Sovereign contempt.不折不扣的蔑视",
"constitution","n. 宪法；体质；章程；构造；建立，组成；体格","An iron constitution.强健的体魄",
